key
3152706
8312665
3152709
2685383
2685580
2685318
9060190
2685552
2685553
5348711
5348711
3152614
3152614
2979180
7942844
2979454
2978466
2979091
2979775
8439679
2978552
2979105
5415455
3189835
3189866
3189846
3189870
3189859
3189850
3189855
3189848
3189848
3120223
3120333
2703427
2703427
2703432
4141675
8121969
3033665
2873769
6376106
6376106
3189693
3189693
7270822
7270682
7270682
3189692
2951846
5289788
5289788
5929172
5289788
5289788
5289796
5289796
5289784
5289784
7226879
7226879
5929150
5827616
5289784
5827616
7226879
5827616
7226879
5827616
5289792
5289792
5929153
5945371
5677944
5677944
5677942
5677942
5945250
5945253
5945251
5289789
5289789
5289789
5289789
5289789
4137936
5677844
4137936
4137936
5677844
4137936
4137936
5677844
5677842
5677840
5677838
4137936
4137936
5289790
5289790
5677795
5675455
8568905
5675455
8568905
5675455
8568905
5289793
5289793
5945336
9029375
5827620
5945347
7620128
5289793
8239089
9029375
8239089
8239089
9035686
8239089
5289786
5945313
5289786
5677693
5677693
5677687
5677687
5677687
5677679
5677679
5677679
3085014
2949235
7224982
2949244
2949168
2949291
2949291
2949366
7224984
2949366
3189806
3189815
5371825
5358300
2926406
7307327
2767031
3001956
3002003
3759249
2705196
2705196
4133683
4270510
8281055
4133395
6313319
2705196
2705196
2705200
2705200
2705200
2705197
2705195
4131225
4131225
3085368
3085368
6364047
3811070
2706465
6084680
2706490
2706490
2706541
2706541
2706457
2706444
3190653
5289579
2927080
2927078
3033965
2973197
2972983
2972983
3012037
2756106
2865100
5376075
5376075
5376075
2857779
2857779
2857779
2856860
2856037
7327017
2856037
2856037
2856037
2856037
9014811
9014811
9014811
7327017
2856494
2856037
7070103
2855611
2856745
2856307
2856307
2855802
2856261
7227615
8049783
2857294
2857746
2856891
2856690
2856348
2856348
2857498
2857071
2856370
2856370
2857449
2856244
2856244
2855860
2855860
6448925
9177060
9177060
2855719
9198029
2857616
2857616
2857648
7227611
2856301
2856540
2856297
2856297
2857601
7456336
2857305
2857132
2857132
2703273
4109235
2876131
2876213
2876105
9148577
2876469
2876196
2876187
2876550
2876176
2876528
5290087
5290087
5290081
5290081
8566817
5302041
7323675
3084949
3152520
2948605
2948605
3045014
3045111
7905507
8911082
8244373
7323358
5548035
5548033
5548035
5384400
5384400
5384364
5384364
6109534
2706201
2706201
6312790
6710836
8168485
3023905
7258961
3024052
3024052
3034182
3034182
3034183
3034183
5289845
5289845
5357388
7394232
2960161
5421368
3169305
3169305
5288773
5288765
5828343
5288789
5288812
5341198
5341198
5341201
2706112
2706112
4932044
4148771
2706099
3033277
6026462
5371808
5371808
5371808
7065260
5371809
5371822
5537813
5537806
5537806
5537749
5537749
5371818
5371818
3884461
5407123
5385604
2702936
4135365
9108110
2703346
2703346
2705975
2705975
6560172
5371746
8321270
5371746
5371746
5352367
5352367
5352433
8309883
5352425
8605032
5352372
3172001
3172001
4936210
4936210
4936215
7333149
7333149
4936208
5371879
5371879
5928317
5928317
5708427
7224060
