key	publishingOrganizationKey	doi	type	title	createdby	created	modified	
7fac7128-936b-4da9-8baf-6020bb898fb7	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/1avkli	OCCURRENCE	Inventario de la vegetación acuática vascular de la reserva de la biosfera Pantanos de Centla, Tabasco		2016-12-23T01:02:02.835+0000	2017-03-11T01:02:43.053+0000	
8016518a-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/9uut5l	OCCURRENCE	Computarización de la colección de plantas acuáticas mexicanas del Herbario Nacional  (MEXU), 2da Etapa		2011-07-12T10:50:22.000+0000	2017-03-11T01:00:59.783+0000	
80d44654-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/nv2gjy	OCCURRENCE	Flora Novo Galiciana-Gramineae		2011-07-14T02:39:19.000+0000	2017-03-11T00:59:39.395+0000	
88e450ba-2076-4947-9529-9d0cfbb06f2a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/2cwlhj	OCCURRENCE	Flora acuática vascular del estado de Hidalgo: Cuenca hidrológica del Río Moctezuma, México		2016-12-17T07:12:25.309+0000	2017-03-11T00:55:57.801+0000	
672303ae-0589-4308-9e34-5f386167e60e	65fffa9e-53b3-40cd-9dbb-727c1cb2a431	doi:10.15468/bdv8ee	OCCURRENCE	Diversité et distribution des plantes envahissantes au Bénin		2017-03-04T16:11:42.840+0000	2017-10-30T17:53:53.875+0000	
2b7fa478-bc11-4404-9ab5-93c23bbd9e0b	2a7e3080-28a9-11dd-97cd-b8a03c50a862	doi:10.15472/iyrd76	OCCURRENCE	Caracterización de vegetación para el establecimiento de límites funcionales de humedales: Ciénaga de la Virgen, Ciénaga Zapatosa y Complejo Hato Corozal - Paz de Ariporo		2017-02-08T16:26:30.660+0000	2017-03-16T14:40:53.212+0000	
d3c8efbc-e246-4e52-b2d5-6fdae499b48b	65fffa9e-53b3-40cd-9dbb-727c1cb2a431	doi:10.15468/cribcp	OCCURRENCE	Evaluation de la dynamique de la flore aquatique au Bénin en association avec les espèces envahissantes Pistia stratioides et Eichhornia crassipes. Data mobilized in the framework of JRS Biodiversity Foundation funded project		2017-02-05T17:30:52.928+0000	2017-10-30T17:53:30.118+0000	
b997a951-75c0-4ffa-b048-d02b2fa33d04	2a7e3080-28a9-11dd-97cd-b8a03c50a862	doi:10.15472/ysgktc	OCCURRENCE	Fauna y flora del municipio de Lipa, Arauca		2017-02-02T20:57:20.447+0000	2017-02-13T18:48:25.781+0000	
fe8c1017-5941-4703-8f81-5023028a32ab	94a9c3b2-d54d-4938-811b-e91e091eeb28	doi:10.15468/qchxtg	OCCURRENCE	PACA-AGP - Herbarium Anchieta		2015-05-15T14:07:47.925+0000	2018-01-13T11:59:51.564+0000	
cb9beff3-a185-486f-975a-732251444158	2853c0e7-c758-4c9c-83a2-7c2d18967fb9	doi:10.15468/gyvkrn	OCCURRENCE	Herbarium specimens of Université de Montpellier 2, Institut de Botanique (MPU))		2011-11-10T16:01:29.000+0000	2018-02-01T10:09:08.981+0000	
9d850f67-e358-4dfb-8748-57cd668031e8	65fffa9e-53b3-40cd-9dbb-727c1cb2a431	doi:10.15468/hseoaq	OCCURRENCE	Data mobilized by the National Herbarium of Benin in the framework of the JRS Biodiversity project of Benin		2017-01-18T13:58:25.730+0000	2017-10-30T17:54:00.808+0000	
ef9fca55-a303-458a-b95d-eeff0e8cce46	65fffa9e-53b3-40cd-9dbb-727c1cb2a431	doi:10.15468/kpwam2	OCCURRENCE	Distribution de quelques espèces de plantes agroforestières et médicinales au Bénin		2017-01-16T22:08:54.029+0000	2017-10-30T17:53:54.396+0000	
7f8dc63a-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/hlznve	OCCURRENCE	Colecta botánica: área maya región de la Reserva Calakmul, Campeche		2011-07-12T10:40:53.000+0000	2017-03-11T01:10:08.897+0000	
8031a106-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/fdgwix	OCCURRENCE	Manual de las gramíneas de Durango		2011-07-12T10:53:30.000+0000	2017-03-11T01:13:58.115+0000	
80a4cdca-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/zeo7jq	OCCURRENCE	Estudio florístico de las gramíneas de Zacatecas		2011-07-12T12:21:07.000+0000	2017-03-11T01:00:17.021+0000	
dd22ba99-bd1c-4950-b97f-5e43066b6791	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/c8fj2j	OCCURRENCE	Actualización e incremento de la base de datos del Herbario de la Benemérita Universidad Autónoma de Puebla		2016-12-17T05:56:11.398+0000	2017-03-11T00:58:53.717+0000	
d03374b7-5a72-4a55-b350-0856007078a4	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/euis0g	OCCURRENCE	Flora del Valle de Tehuacán-Cuicatlán: III fase		2016-12-17T05:41:11.908+0000	2017-03-11T00:58:59.966+0000	
360ea197-6713-46f3-bde3-ed5c29afa0f4	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/owpskf	OCCURRENCE	Actualización de las bases de datos de las colecciones de plantas vasculares y macromicetos del herbario de la UJAT		2016-12-17T05:54:46.887+0000	2017-03-11T00:59:05.759+0000	
eb2be3c8-8b4e-4bf6-b989-f4b0c4482c0c	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/uw3owi	OCCURRENCE	Sistematización del Herbario Nacional Forestal Biól Luciano Vela Gálvez		2016-12-17T16:24:16.913+0000	2017-03-11T01:09:56.719+0000	
cb5cd6d7-1743-4d41-a5c0-43992b336c9c	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/ebnhtg	OCCURRENCE	Computarización de la Colección de plantas acuáticas mexicanas del Herbario Nacional (MEXU), 3a Etapa		2016-12-21T02:48:56.677+0000	2017-03-11T01:12:31.461+0000	
c5938535-cbc1-4ef8-bd25-756e4c6b3985	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/uxmws5	OCCURRENCE	Computarización del Herbario ENCB. Fase I (Base de datos de los ejemplares del Valle de México)		2016-12-22T06:50:21.015+0000	2017-03-11T01:00:06.715+0000	
80903a4f-bc74-47bc-a52b-a8d5c280ef5d	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/9ock6w	OCCURRENCE	Computarización de la colección de plantas acuáticas mexicanas del Herbario Nacional (MEXU)		2016-12-23T02:01:49.021+0000	2017-03-11T01:13:46.353+0000	
55593034-e52a-4b4a-8b2f-e2d3d24b6aa1	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/qp5zke	OCCURRENCE	Base de datos del Herbario CIQR de El Colegio de la Frontera Sur, unidad Chetumal		2016-12-21T16:57:08.289+0000	2017-03-11T01:11:42.489+0000	
171f18cb-5a9f-4abc-922e-4df68fbb0271	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/8sb6ho	OCCURRENCE	Inventario de la vegetación acuática vascular de cuatro regiones hidrológicas prioritarias del centro de México		2016-12-23T01:54:57.741+0000	2017-03-11T00:59:30.603+0000	
9fc5eae1-5a82-4f14-a1b4-254ed18d95d3	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/xdnj12	OCCURRENCE	La vegetación y flora de las Lagunas de Catazajá-Emiliano Zapata		2016-12-23T03:31:22.842+0000	2017-03-11T01:13:37.276+0000	
99ab3167-a2d5-411a-8176-34dc02edee4a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/dk7ca2	OCCURRENCE	Etapa final de la captura y catalogación del Herbario del Instituto de Ecología, AC, Centro Regional del Bajío		2016-12-17T16:52:26.533+0000	2017-03-11T01:01:22.430+0000	
80113592-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/rxgcq7	OCCURRENCE	Flora vascular acuática de la cuenca del Río Tamesí		2011-07-12T10:50:21.000+0000	2017-03-11T00:56:08.824+0000	
ab6daa78-3b69-4be7-9cb6-09d1a439a95e	e901e23a-aac2-42a6-af3c-8b6a1721e9e7	doi:10.15468/n8jyez	OCCURRENCE	Herbario CTES Plantas Vasculares		2016-12-28T14:47:36.139+0000	2017-01-01T20:12:41.312+0000	
9d300300-333d-4ac3-abcb-04d4b369e556	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/rmpomt	OCCURRENCE	Banco de datos florísticos del Herbario CHAP		2016-12-17T07:03:30.998+0000	2017-03-11T01:12:46.426+0000	
d5bb611e-54b0-4d6d-ab8f-adc2fa6edc96	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/jckyos	OCCURRENCE	Las monocotiledóneas mexicanas, una sinopsis florística. Parte II		2016-12-21T18:29:52.580+0000	2017-03-11T01:02:52.748+0000	
80a76dc8-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/3xbzpo	OCCURRENCE	Base de datos sobre la flora de Durango		2011-07-12T12:27:23.000+0000	2017-03-11T01:08:13.586+0000	
7fddb564-f762-11e1-a439-00145eb45e9a	ff90b050-c256-11db-b71b-b8a03c50a862	doi:10.15468/ekhesg	OCCURRENCE	Base de datos del Herbario de la Unidad Académica de Agronomía de la Universidad Autónoma de Zacatecas		2011-07-12T10:47:11.000+0000	2017-03-11T01:01:59.658+0000	
7048dd38-6676-4398-af63-dee3e60941b9	5ca9a113-2397-4540-84b4-41114a1404ef	doi:10.15468/uhrfuc	OCCURRENCE	Census of the species of Benin. Data mobilized in the framework of JRS Benin project and funded by JRS Biodiversity Foundation		2016-12-01T12:45:37.263+0000	2017-10-30T17:53:33.819+0000	
7741a517-ab3d-4b85-ae58-56322e44c8ce	d073b448-6b80-4364-8c38-18d08b88797f	doi:10.15468/4hnsz8	OCCURRENCE	UEC - Herbário da Universidade Estadual de Campinas		2015-05-22T14:33:49.461+0000	2018-01-05T18:36:37.288+0000	
9b73f44e-bbe1-4fd1-a7a9-c96c38dcf884	9d77fdeb-100f-4b29-98ad-4effdd824457	doi:10.15472/l7odt1	OCCURRENCE	Herbario Amazónico Colombiano		2013-03-07T15:24:54.000+0000	2017-12-16T16:51:01.686+0000	
c525b217-2f59-4b71-a173-68d13da5e8a7	f9357933-83d3-4548-803c-4cae52ebff40	doi:10.15468/3f1k1r	OCCURRENCE	HAS - Herbário Alarich Rudolf Holger Schultz		2015-05-11T17:23:28.171+0000	2017-12-29T14:27:53.422+0000	
c349aada-38d4-4602-99c1-5939680ad9cb	b2db85d5-c5fe-4125-9e36-590a5f651829	doi:10.15468/qbb7sg	OCCURRENCE	Medicinial plant species found in protected areas and riparian lands in Sudano-guinean and Sudanian agroecological zones. Data mobilized in the framework of BID National project BID-AF2015-0065-NAC and funded by EU		2016-09-29T12:52:16.465+0000	2017-10-30T17:53:44.519+0000	
318730e8-4140-4297-b03c-4d34d0b6e0bd	4f1aa16c-ac1f-4e25-95fa-70bd71b7a0b4	doi:10.15468/igjr8k	OCCURRENCE	Museu Paraense Emilio Goeldi Herbarium		2016-09-23T13:54:55.708+0000	2016-09-23T13:56:09.070+0000	
246ad1f8-e75c-419d-b97e-16dde697ae30	a2fa5b68-3ebf-4845-abc5-f456d251386f	doi:10.15468/irnwew	OCCURRENCE	Some Plant Specimens from KUN, IBSC, NAS  Herbarium in China from 1900 to 1950		2016-09-05T19:25:07.214+0000	2016-09-05T19:29:37.094+0000	
f9336171-e9a9-4147-b9f6-2d6c133afffd	a2fa5b68-3ebf-4845-abc5-f456d251386f	doi:10.15468/liiipc	OCCURRENCE	Some Plant Specimens from PE Herbarium in China from 1900 to 1950		2016-09-05T18:48:33.902+0000	2016-09-05T19:00:41.371+0000	
acca8633-d38a-4cd7-a6f8-5a2d4e29832a	b2db85d5-c5fe-4125-9e36-590a5f651829	doi:10.15468/p4cwmb	OCCURRENCE	Census of medicinal plants of Benin.		2016-08-22T15:38:46.624+0000	2017-10-30T17:53:20.327+0000	
f9e1895f-4f52-45e7-aa4f-4dea366b7d2d	aa3e4a95-dc4c-45fa-9c0a-cecad3a1511f	doi:10.15468/wdmnid	OCCURRENCE	CPAP - Herbário CPAP		2015-05-11T17:17:57.520+0000	2017-12-29T14:31:33.165+0000	
1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3	76dbcb10-efc5-4d5f-87a5-bcd409fc92c8	doi:10.15468/hnlkxx	OCCURRENCE	SPF - Herbário da Universidade de São Paulo		2015-06-02T18:16:02.083+0000	2017-12-29T14:16:19.720+0000	
80b9fe97-d586-49e0-bb4b-c3cc0c3212cf	c76cf030-2a95-11da-9cc1-b8a03c50a862	doi:10.15468/yqocrg	OCCURRENCE	West African Vegetation Database		2016-06-08T09:48:13.165+0000	2017-10-26T12:51:34.070+0000	
4db1f3ca-02e6-4b42-880c-981d7cc76a82	065f437a-3604-4e48-9ff2-132ed6a0a5a2	doi:10.15468/xsp4ka	OCCURRENCE	Dados de ocorrência de espécies da flora da Guiné-Bissau		2016-07-07T09:06:13.875+0000	2017-11-27T10:55:38.283+0000	
7fd12114-9010-4c13-8f46-990fe04ca882	aa40a1e0-818b-11d9-b6d0-b8a03c50a862	doi:10.15468/lysaex	OCCURRENCE	NatureServe Network Species Occurrence Data		2014-04-30T14:50:06.371+0000	2017-12-15T21:38:38.585+0000	
2e684fd6-09e2-4661-910a-0a188b610c04	60545be9-4f28-4245-b4b4-07635c8dfa54	doi:10.15468/6ymx97	OCCURRENCE	HUEFS - Herbario da Universidade Estadual de Feira de Santana		2015-06-08T13:36:06.149+0000	2018-01-12T12:53:04.691+0000	
e38d4c95-3a1d-4594-9ae9-883b48042e6d	7ef169f9-81f8-46a2-a7f7-240df6a1889c	doi:10.15468/enkiul	OCCURRENCE	CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia		2015-06-11T11:24:25.320+0000	2017-12-29T14:24:48.566+0000	
e396bc9e-99f8-4187-85c5-ef2b4e500392	750a8724-fa66-4c27-b645-bd58ac5ee010	doi:10.3897/bdj.4.e8286	CHECKLIST	Checklist of Serengeti Ecosystem Grasses		2016-04-15T06:19:50.487+0000	2017-05-31T07:38:49.211+0000	
76823beb-2f33-47a6-96a1-ccd2df47ac28	9243118c-e750-412b-91f4-ac987666eee1	doi:10.15468/urlzfj	OCCURRENCE	ASE - Herbário da Universidade Federal de Sergipe		2015-05-19T17:24:00.280+0000	2018-01-27T18:42:43.960+0000	
86aea6d0-e340-4745-a596-3fc20f90a021	eae63642-6f0d-45b9-a079-6ecd34406631	doi:10.15468/9ql44s	OCCURRENCE	MAR - Herbário do Maranhão		2015-06-02T19:19:17.925+0000	2017-12-29T14:19:23.422+0000	
8375dada-f762-11e1-a439-00145eb45e9a	520e3c81-7de2-4ef3-9b36-11f3bdad76a9	doi:10.15468/zhmy7q	OCCURRENCE	Herbario de la Universidad de Sevilla		2007-04-03T12:40:17.000+0000	2017-10-23T12:35:22.392+0000	
90c853e6-56bd-480b-8e8f-6285c3f8d42b	7b8aff00-a9f8-11d8-944b-b8a03c50a862	doi:10.15468/nxnqzf	OCCURRENCE	Field Museum of Natural History (Botany)  Seed Plant Collection		2012-07-11T17:02:13.000+0000	2017-11-21T22:10:10.894+0000	
23243164-c132-444d-a3a4-34662abb8305	cccff716-2694-4209-9f9e-2f7a484465a0	doi:10.15472/esjdio	OCCURRENCE	Herbario Universidad de Antioquia (HUA)		2014-07-29T19:59:23.065+0000	2017-03-09T16:11:21.013+0000	
d82d5a18-0428-4e52-be16-f509153e8126	e97090cb-7731-41c7-ac24-31a841730654	doi:10.15468/caq5no	OCCURRENCE	UB - Herbário da Universidade de Brasília		2015-05-19T14:30:24.581+0000	2018-01-05T18:33:43.363+0000	
e6751193-fafa-4aae-a0c2-f2f1a93172ca	7bec6457-78d6-416f-a185-00ae45e1d9a0	doi:10.15468/bpx7wi	OCCURRENCE	tan-database		2015-12-01T13:07:06.126+0000	2017-10-30T18:04:35.043+0000	
eb914edd-4332-4481-990b-22aa42ac597f	afa44940-5a60-11d9-bbdd-b8a03c50a862	doi:10.15468/3zfcps	OCCURRENCE	Fundación Miguel Lillo - Colección Fanerogámica		2012-09-21T19:20:39.000+0000	2016-08-18T12:32:51.884+0000	
e4c7e3cc-f4f9-49df-be45-e1732014b6b8	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	doi:10.15468/mqwnmj	OCCURRENCE	The Bergius Herbarium		2015-11-19T10:32:40.434+0000	2017-12-11T14:11:17.706+0000	
c89babc3-4e67-4cdd-84e5-dd62f1193053	b2db85d5-c5fe-4125-9e36-590a5f651829	doi:10.15468/6habyb	OCCURRENCE	Census of species recorded during phytosociological surveys in Benin		2015-10-29T15:14:53.219+0000	2017-10-30T17:53:31.309+0000	
f577c9f3-ae71-4278-b6bf-512ba1dfaa21	43a26bbf-466a-4335-96cc-01d0656c614a	doi:10.15468/rvjdu1	OCCURRENCE	Geneva Herbarium – General Collection (G)		2015-10-20T11:27:08.941+0000	2016-08-18T12:32:51.884+0000	
10cb9850-c9ca-4cc1-a041-a43cf6634d36	00a915e7-b4e2-4795-bcbf-45e4dda0e927	doi:10.15472/hq5r5x	OCCURRENCE	Flora vascular de las llanuras aluviales del bajo río Nechí (Antioquia, Colombia)		2015-09-28T16:48:52.798+0000	2018-01-16T21:05:19.774+0000	
cbf8c968-37d6-45be-bf5c-e22914a384dc	a88bec5c-1cbf-47a2-8c3e-6081804d80a5	doi:10.15468/6e9ry8	OCCURRENCE	ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz		2015-05-28T16:31:22.933+0000	2018-01-05T16:39:00.577+0000	
7b9a08ea-f762-11e1-a439-00145eb45e9a	0674aea0-a7e1-11d8-9534-b8a03c50a862	doi:10.15468/vgr4kl	OCCURRENCE	The Vascular Plant Collection at the Botanische Staatssammlung München		2010-10-29T12:35:25.000+0000	2017-09-14T13:09:54.087+0000	
bdd4a614-fb1f-4f0a-a559-478f022baafb	58c7e325-82fc-446d-9406-851b4d357db7	doi:10.15472/omyib6	OCCURRENCE	Colección del Herbario PSO de la Universidad de Nariño		2014-09-23T15:34:58.902+0000	2017-03-09T16:12:34.088+0000	
52b78a58-c84a-4370-bb14-b27a007d5da6	7cf67ac2-f2f2-42bd-92e4-c2eac0b21039	doi:10.15468/nfw0hr	OCCURRENCE	HUCS - Herbário da Universidade de Caxias do Sul		2015-05-11T17:29:07.833+0000	2017-12-29T14:09:10.110+0000	
fdce6e69-a78c-409c-8d66-dd79ad3fc4e9	00bf6c83-097b-4b63-8857-62c89ba17eb2	doi:10.15468/ha82ay	OCCURRENCE	MOSS - Herbário Dárdano de Andrade Lima		2015-06-30T13:17:45.764+0000	2018-01-15T12:20:30.243+0000	
e153bbae-f9cd-46a6-a4dd-db74983c7075	3046e6a6-6218-4880-9544-98f6c6ace34a	doi:10.15468/ymks0x	OCCURRENCE	HPL - Herbário do Jardim Botânico Plantarum		2015-06-30T13:14:55.092+0000	2018-01-15T12:24:49.857+0000	
224bb9c2-4426-4d4d-ac9c-38758b5d938f	0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2	doi:10.15472/oyj27o	OCCURRENCE	Herbario Pontificia Universidad Javeriana		2015-06-22T18:38:51.973+0000	2018-01-17T22:15:34.918+0000	
f9040e31-ee85-4b92-9963-a0272a44ec96	a84dccda-c5b2-4319-abbf-3c24601e89a2	doi:10.15468/glgkti	OCCURRENCE	UFMT - Herbário UFMT		2015-06-19T11:37:10.474+0000	2018-01-05T18:36:40.425+0000	
3b8e9d83-b2d4-4a97-973c-31d98b67b1e9	ab5c0b99-5af3-4958-b03c-0b7e85481cc1	doi:10.15468/g6ppmt	OCCURRENCE	MBM - Herbário do Museu Botânico Municipal		2015-06-11T17:36:01.869+0000	2018-01-05T18:27:58.384+0000	
863c1269-5f38-4862-a161-ea3a50654d4f	4f160e00-329d-11d9-8439-b8a03c50a862	doi:10.15468/vrj8ay	OCCURRENCE	BioGIS - Vascular plants - A. Danin's grid database		2014-09-21T08:23:24.862+0000	2016-08-18T12:32:37.996+0000	
5a6b5bd4-cf31-4d5f-9a85-a331b7178a77	4f160e00-329d-11d9-8439-b8a03c50a862	doi:10.15468/oqniiy	OCCURRENCE	BioGIS - Vascular plants - INPA database		2014-09-14T12:20:23.698+0000	2016-08-18T12:32:37.996+0000	
25314346-645c-4197-8339-607c3ef4e273	4f160e00-329d-11d9-8439-b8a03c50a862	doi:10.15468/jhysv3	OCCURRENCE	BioGIS - Vascular plants - Israeli Gene Bank		2014-09-21T08:26:39.259+0000	2016-08-18T12:32:37.996+0000	
da8a0dd0-85c7-4d7a-8a5a-e66b1deaebaa	06542f02-868b-4651-aed4-1ae6b2eb4eb7	doi:10.15468/o6lt9x	OCCURRENCE	PEUFR - Herbário Professor Vasconcelos Sobrinho		2015-06-02T19:27:29.002+0000	2017-12-29T14:14:34.590+0000	
d1d43c63-6b44-472d-8369-8293eca75991	e6c2fab8-8716-48b8-ae62-dacbc73b35b5	doi:10.15468/yjiad0	OCCURRENCE	MPUC - Herbário do Museu da Pontifícia Universidade Católica do Rio Grande do Sul		2015-06-02T18:12:42.294+0000	2017-12-29T14:22:26.676+0000	
1064b787-c882-493e-b17d-4ffba363b776	c47cd3b0-2178-4a4b-87a6-740b482970a9	doi:10.15468/w48pii	OCCURRENCE	IAC - Herbário do Instituto Agronômico de Campinas		2015-06-02T17:52:52.938+0000	2017-12-29T14:13:33.792+0000	
bc81e05b-ed51-46ba-a0a4-90fbae9b5545	c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450	doi:10.15468/wvh0dx	OCCURRENCE	CEPEC - Herbário do Centro de Pesquisas do Cacau		2015-06-02T13:21:11.449+0000	2017-12-29T14:23:19.456+0000	
8bc4f5d2-8e7a-430d-b219-6776c38f401a	2a7e3080-28a9-11dd-97cd-b8a03c50a862	doi:10.15472/vcak6r	OCCURRENCE	Caracterización de fauna y flora para el establecimiento de límites funcionales de humedales en tres ventanas piloto: Ciénaga de la Virgen,  Ciénaga Zapatosa y  Complejo de humedales Paz de Ariporo - Hato Corozal		2015-05-27T20:29:47.484+0000	2017-03-16T14:40:50.113+0000	
0c00cc8f-fd48-4771-acae-216bfc42dfc2	dbf378dd-b030-4049-bc9c-b5b8643e67cd	doi:10.15468/bzidql	OCCURRENCE	MFS - Herbário Profª. Drª. Marlene Freitas da Silva		2015-05-26T17:23:26.724+0000	2017-12-29T14:31:45.129+0000	
355179f1-4631-4ebc-b50d-d55361f8c465	df39a7ee-3856-4a05-85bc-5962e8fb2427	doi:10.15468/ou76ng	OCCURRENCE	HAMAB - Herbário Amapaense		2015-05-22T17:07:22.250+0000	2017-12-29T14:25:58.761+0000	
08a179fe-9cd1-4d33-afef-266dd55c59cf	6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	doi:10.15468/35v8cn	OCCURRENCE	HUEM - Herbário da Universidade Estadual de Maringá		2015-05-22T16:53:38.601+0000	2017-12-29T14:22:39.064+0000	
ca7f81ae-ebf9-43a8-947c-535a87fe5aec	4d653db1-17d5-4565-99a5-d88643e240ce	doi:10.15468/mgeah1	OCCURRENCE	EAC - Herbário Prisco Bezerra		2015-05-22T16:45:50.418+0000	2017-12-29T14:14:57.499+0000	
c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7	f4cf14c8-58db-4947-a93c-e43f2b7fe171	doi:10.15468/uxvuhx	OCCURRENCE	JPB - Herbário Lauro Pires Xavier		2015-05-22T16:29:44.496+0000	2017-12-29T14:20:43.586+0000	
d2470ef8-edfa-4ba7-821e-c3e1a537bdba	4265f332-341c-45f6-b30b-5dc2e39b86e8	doi:10.15468/qgm9ch	OCCURRENCE	BHCB - Herbário da Universidade Federal de Minas Gerais		2015-05-19T17:16:30.894+0000	2017-12-29T14:09:34.773+0000	
fd99455d-f6e9-4421-930a-5d8e23ac8895	9ac2b49d-da08-49a7-a7ae-c2a0460fcf96	doi:10.15468/eqotat	OCCURRENCE	BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte		2015-05-19T11:18:19.980+0000	2018-01-05T18:24:07.170+0000	
78dcee36-b0a2-4679-802d-bc0b5016518b	eec37c7c-2dce-440e-8de1-966214931e74	doi:10.15468/6b6axv	OCCURRENCE	FUEL - Herbário da Universidade Estadual de Londrina		2015-05-15T14:40:36.920+0000	2018-01-17T16:49:45.328+0000	
16ed67e5-fd70-4fd4-85c3-70ea2da627fe	52603cfd-d564-4e89-a466-5e71813677be	doi:10.15468/rw7kke	OCCURRENCE	SPSF - Herbário Dom Bento José Pickel		2015-05-15T14:29:39.147+0000	2017-12-29T14:22:52.936+0000	
9edd4990-4138-11de-b28f-b8a03c50a862	12b1df00-3f75-11d8-aa2d-b8a03c50a862	doi:10.15468/pxiabm	OCCURRENCE	National vegetation diversity inventory and mapping plan		2010-05-03T22:02:18.000+0000	2017-11-29T08:32:23.083+0000	
a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d	81114709-2a6c-4e0b-908b-cb207a8708c2	doi:10.15468/kpsugm	OCCURRENCE	MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas		2015-05-11T17:33:31.169+0000	2017-12-29T14:16:59.754+0000	
f45c5ee0-e5ec-42e3-a80a-07318144efa4	202d5f34-ff58-4ad7-964f-c947ce18078e	doi:10.15468/hxrell	OCCURRENCE	IPA - Herbário - IPA Dárdano de Andrade Lima		2015-05-11T17:31:27.776+0000	2017-12-29T14:13:01.510+0000	
dd31ac22-63d4-4bb4-a987-5eece5ffadb8	042a7696-696b-492b-ad3e-4076807eaeed	doi:10.15468/sfdea2	OCCURRENCE	HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão		2015-05-11T17:25:54.477+0000	2017-12-29T14:30:58.794+0000	
121275a3-dcce-44f4-9868-37326e9f64ef	d254f613-d4dd-4553-9fe3-b9485ca28371	doi:10.15468/yaie53	OCCURRENCE	FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina		2015-05-11T17:20:36.630+0000	2017-12-29T14:12:02.923+0000	
330d773a-abe3-4234-b423-129dc4d00963	303e2432-448c-41ec-be2b-020a25c7adc4	doi:10.15468/9pwrpu	OCCURRENCE	CESJ - Herbário Leopoldo Krieger		2015-05-11T17:11:47.836+0000	2018-02-01T17:46:34.433+0000	
5b5cf455-a448-4c0a-aecd-3e0956f27f10	afdd8e93-b4e3-491c-88f0-8a22834ac1a9	doi:10.15468/wogetb	OCCURRENCE	ALCB - Herbário Alexandre Leal Costa		2015-05-11T17:07:38.847+0000	2018-01-06T10:58:50.292+0000	
f0a99f2c-2670-4ae8-8b9f-8661e02a33a8	b2db85d5-c5fe-4125-9e36-590a5f651829	doi:10.15468/yr534j	OCCURRENCE	Census of plant species in Pahou forest reserve		2015-04-16T13:40:23.604+0000	2017-10-30T17:53:58.260+0000	
ebb766c1-6036-4b58-a0cb-ad8c35c03850	b2db85d5-c5fe-4125-9e36-590a5f651829	doi:10.15468/9tfduu	OCCURRENCE	Census of plant species in Monts-Kouffè regions, center Benin		2015-04-14T15:32:24.898+0000	2017-10-30T17:53:59.807+0000	
fbaea48e-35ff-490c-a108-20ae943ea03f	2a7e3080-28a9-11dd-97cd-b8a03c50a862	doi:10.15472/tmr0lc	OCCURRENCE	Dieta y preferencias alimenticias de poblaciones silvestres de chigüiros (Hydrochoerus hydrochaeris) en Paz de Ariporo, Casanare		2015-04-07T19:52:36.466+0000	2017-03-16T14:40:28.816+0000	
