Museo Nacional de Costa Rica (MNCR)	036cdc50-e7f5-11d9-9a0e-b8a03c50a862	
DAV	f0b6a090-a4c6-11d8-9534-b8a03c50a862	
IBUNAM	b459e790-0d3c-11d9-8431-b8a03c50a862	
AAU	8e1a97a0-3ca8-11d9-8439-b8a03c50a862	
INPA	4f160e00-329d-11d9-8439-b8a03c50a862	
OSC	ac5e8480-3714-11da-bc2e-b8a03c50a862	
NHMUK	19456090-b49a-11d8-abeb-b8a03c50a862	
Conservatoire botanique national du Bassin parisien	6bcc0290-6e76-11db-bcd5-b8a03c50a862	
STOWA	68a216ee-f721-40cd-932c-84153afd9451	
MA	0363cbd4-f666-455e-8e86-0bbddcf51950	
CHR	6b2f029b-7823-4b84-9c30-31ff364238fe	
UFES	503e9b26-09b5-4c40-b42a-bb476319a8ad	
BG	3f3967bf-ecc7-4455-ba89-4e0ab6d6fd3c	
MFU	f314b0b0-e3dc-11d9-8d81-b8a03c50a862	
UEFS	60545be9-4f28-4245-b4b4-07635c8dfa54	
CVC	06867940-0867-4b4a-abb2-a57a16fcf2dc	
CAS	66522820-055c-11d8-b84e-b8a03c50a862	
US	bc092ff0-02e4-11dc-991f-b8a03c50a862	
Universidade Federal da Bahia (UFBA)	afdd8e93-b4e3-491c-88f0-8a22834ac1a9	
LD	883ee5d0-9177-423d-a636-0284e8a4de46	
USF	253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9	
	adc174cd-c752-4eee-9630-7c1209eb1c4a	
Anymals.org	10980920-6dad-11da-ad13-b8a03c50a862	
WU	58520c30-bafb-11d9-8e53-b8a03c50a862	
EMAU	7ac19c7e-3e49-4672-ac94-76126d676f40	
ArtDatabanken	b8323864-602a-4a7d-9127-bb903054e97d	
Worcestershire Flora Project	aa569acf-991d-4467-b327-8442f30ddbd2	
Cambridgeshire & Peterborough Environmental Records Centre	a9076bb1-5a8b-43ee-a6a8-242fa68f6a5c	
Environment Agency (Biodiversity staff)	392ef839-10ae-4f22-a1ee-a45e535162b4	
Essex Wildlife Trust Biological Records Centre	22273ba7-7f45-4279-8ced-2114cd2bdb47	
Fife Nature Records Centre	395baaa6-8a14-4ab5-97bb-e97f22e209fb	
Cofnod - North Wales Environmental Information Service	47eaaa43-47c7-4754-8e7a-bfaf616da4df	
NY	ae447c50-b8a8-11d8-92a4-b8a03c50a862	
UFMT	a84dccda-c5b2-4319-abbf-3c24601e89a2	
UNESPSJRP	92bd7d31-3255-4f1c-8552-cbb6fbe60478	
LWI	b41e07a6-63ec-4903-afa1-6bee41498326	
Naturalis	396d5f30-dea9-11db-8ab4-b8a03c50a862	
KU	b554c320-0560-11d8-b851-b8a03c50a862	
Laboratoire des Sciences Foresti?res (LSF)	b2db85d5-c5fe-4125-9e36-590a5f651829	
	1649bf8c-d7e0-482a-9f1a-8292cd418c62	
IAvH	2a7e3080-28a9-11dd-97cd-b8a03c50a862	
MBML	667644b9-7b93-4892-80c7-c4271735c515	
BGBM	57254bd0-8256-11d8-b7ed-b8a03c50a862	
MNHN	2cd829bb-b713-433d-99cf-64bef11e5b3e	
BRIT	c4cbb860-e9c7-11da-8113-b8a03c50a862	
FTG	bd561840-efdc-11d9-a329-b8a03c50a862	
University of Alberta Museums	03cb9700-6cee-11d8-922d-b8a03c50a862	
BFL	0674aea0-a7e1-11d8-9534-b8a03c50a862	
Jardim Bot?nico de Bras?lia (JBB)	22524448-c309-474f-8f07-d576a021868c	
GZU	43587ad0-bafb-11d9-8e53-b8a03c50a862	
	b872b075-9ab5-4e27-b6c6-5add6b890379	
Pontif?cia Universidade Cat?lica do Rio de Janeiro (PUC-RIO)	d1e2f6a3-4016-46ba-b031-36f843790457	
WCS Colombia	ab13adb9-ce23-444d-87c9-ce41f03ef2b3	
iNaturalist	28eb1a3f-1c15-4a95-931a-4af90ecb574d	
	a4ee8241-94f8-40b8-8c47-31aaf9430c90	
Bristol Regional Environmental Records Centre	950cbfcc-1cb7-46c1-92ce-05ec232512d1	
National Trust	2f855af0-a1cc-4478-b370-ddbd1e40f6eb	
LSU	38a69420-bd2a-11dd-b15e-b8a03c50a862	
FR	c76cf030-2a95-11da-9cc1-b8a03c50a862	
USP	76dbcb10-efc5-4d5f-87a5-bcd409fc92c8	
UFRPE	06542f02-868b-4651-aed4-1ae6b2eb4eb7	
Universidade Federal de Santa Catarina (UFSC)	d254f613-d4dd-4553-9fe3-b9485ca28371	
UESC	1c72778c-05de-4f31-b83a-ff541ce5dff7	
UFG	b3422768-adc1-4be2-9f59-c1d7af724428	
UFMA	eae63642-6f0d-45b9-a079-6ecd34406631	
IF	52603cfd-d564-4e89-a466-5e71813677be	
Museu de Ci?ncias Naturais - Funda??o Zoobot?nica do Rio Grande do Sul (MCN-FZBRS)	f9357933-83d3-4548-803c-4cae52ebff40	
Universidade Regional de Blumenau	
Universidade Federal de Minas Gerais (UFMG)	4265f332-341c-45f6-b30b-5dc2e39b86e8	
Instituto de Bot?nica	
UFPI	3b3975ee-23fb-4943-a00e-4d6e6115b194	
Universidade Tecnol?gica Federal do Paran? (UTFPR)	042a7696-696b-492b-ad3e-4076807eaeed	
UEM	6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	
Empresa Brasileira de Pesquisa Agropecu?ria (EMBRAPA)	903d4412-04a3-47c7-8584-7911a3d7e2d1	
Funda??o Universidade Federal de Mato Grosso do Sul (UFMS)	658207e3-b01f-4007-b14d-64b13022cd5a	
YPM	2e167bb0-4441-11db-9ba2-b8a03c50a862	
SOS Biodiversity	5ca9a113-2397-4540-84b4-41114a1404ef	
UAM	d9699a79-4736-45c2-925c-f4033ac67d52	
UTEP	52c8f620-1816-11da-9544-b8a03c50a862	
UNICAMP	d073b448-6b80-4364-8c38-18d08b88797f	
http://www.tela-botanica.org	b2dbd210-90c2-11df-86a3-b8a03c50a862	
E	98e934b0-5f31-11de-b67e-b8a03c50a862	
ITAl001|PAK0002	a3c228d0-3110-11db-abb8-b8a03c50a862	
	04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	
LI	2d6e0e40-2aee-11d8-aa2d-b8a03c50a862	
BIO	0e0fc0f0-828e-11d8-b7ed-b8a03c50a862	
	ada9d123-ddb4-467d-8891-806ea8d94230	
COFC	5a21e58d-5a4c-4ee4-b2e0-b67f5ce28720	
	247e7360-5f30-11df-9ae1-b8a03c50a862	
RABAT	899dccde-1e1b-4da0-953d-3be7d31f2da7	
CJBN	131217d6-04ff-4682-9bc2-e418f961fc0d	
WUR-Alterra	2498d55c-dcd2-4caf-abb7-14f2ffe05c37	
SANT	def87a70-0837-11d9-acb2-b8a03c50a862	
USU	4c0e9f60-c489-11d8-bf60-b8a03c50a862	
CMN	a41250f0-7c3e-11d8-a19c-b8a03c50a862	
NSW Office of Environment and Heritage	5eee35c2-c5b7-4f62-a527-09eec0c54f22	
INBO	1cd669d0-80ea-11de-a9d0-f1765f95f18b	
ONG Rev-D?veloppement	4903a06b-38a2-4abc-a56a-3876c5eec91a	
UFRB	6cc5aff1-f24c-4d67-a827-a666dc680b66	
UFPE	b7ea834f-8d60-40ea-ab2c-5057000f0afd	
UFPB	f4cf14c8-58db-4947-a93c-e43f2b7fe171	
Universidade Estadual de Londrina	
UFPR	f6e2efc9-42a3-47ea-99c6-3eda8d653cc9	
UEG-UNUCET	34565ff7-e07a-49bf-8763-b2b82e87a345	
FAST/UAC	65fffa9e-53b3-40cd-9dbb-727c1cb2a431	
	0870a77b-587c-4369-a8ed-bc3d347b8e1c	
PLOBJ	c3367060-856b-11d9-8486-b8a03c50a862	
MNHNL	75642970-f855-11dd-8235-b8a03c50a862	
REDIAM-CMA	799acb53-2764-4e89-9792-5fdb6f7d7d29	
JBAG	797b2594-278e-421d-88c1-0925d122d611	
UPS	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	
UoB-IB	83af6510-a704-11dc-80be-b8a03c50a862	
UMK	6ea466a0-925e-11da-8900-b8a03c50a862	
UJAG-IZ	97a3ce10-3e54-11d9-8439-b8a03c50a862	
MNHW	218534d0-925e-11da-8900-b8a03c50a862	
POL030	24c3dc90-822b-11d8-b7ed-b8a03c50a862	
SANBI	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	
CPR	2627e955-93f5-4206-bac5-a1e3bd91ee37	
IAC	c47cd3b0-2178-4a4b-87a6-740b482970a9	
Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)	60f97f47-cd0d-4ff5-b0c0-c98495bf430a	
UNIVASF	6bfada01-036d-455a-b332-081dbe226a05	
UNIVILLE	efe6e324-c6aa-4ed0-9693-80e7ba5bab12	
UESB	3a2b60a6-5c60-413a-8bff-a9740e774c09	
Universidade do Estado de Mato Grosso (UNEMAT)	e7132376-4a7e-458a-be08-946850a2beac	
UNITINS	605d693a-f335-44fb-b6cf-3ac49842358e	
IPA	202d5f34-ff58-4ad7-964f-c947ce18078e	
UFRGS	04481953-6112-489f-bb8d-9703d787e3ea	
UNAL	eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	
Uniamazonia	256035fe-75ff-4a7c-94bc-86af590c9050	
K	061b4f20-f241-11da-a328-b8a03c50a862	
AD	1deb09e1-ded6-469a-a46e-f6329cb03b6a	
University of Guelph	
Natural Resources Wales	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	
North Ayrshire Countryside Ranger Service	6020041c-686c-46dc-9fbe-ccdcad7d7ce7	
Nature Locator	91795085-5ea1-4be1-a55d-eb721374d140	
DBG	8908d1f7-17d0-442a-a1bb-86da0bc27709	
DBG	36488347-eceb-40ed-b687-406f3601d8cb	
NINA	46fec380-8e1d-11dd-8679-b8a03c50a862	
Universidade Federal de Juiz de Fora (UFJF)	303e2432-448c-41ec-be2b-020a25c7adc4	
NBDC	d2b97690-bfd6-11de-b279-d52977ace833	
UCR	fb702600-a84e-11de-978d-b8a03c50a862	
NMNL	16fd28c4-e4be-40e5-a551-139e573cfe68	
MUB	eba6daa8-0281-479e-aa2d-d78a2614db93	
NBGB	a344ee9f-f1b7-4761-be2c-58ee6d741395	
KPM	4fd82480-ea1c-11da-8db4-b8a03c50a862	
BR	37e82b90-1e21-11de-ab90-f72009d2669b	
MGC	7fadb370-f921-11dd-af50-b8a03c50a862	
IE	ff90b050-c256-11db-b71b-b8a03c50a862	
Harvard University	485ff490-e3b7-11db-9acc-b8a03c50a862	
	fcb15579-e732-4e2d-aa74-796787ef8c27	
NLD037	efc2ae40-9880-11da-89b4-b8a03c50a862	
Natuurpunt	4d3ceea8-5699-439d-a899-decac9cbbdac	
TRH	a8144f37-5ff7-4137-9400-94b5b2ea4ec4	
South East Wales Biodiversity Records Centre	48f02f0c-5287-4b0a-bdf1-cee8f9665285	
Record	
Universit? Laval	b52e9a80-8cb7-4d37-9324-46032fd69237	
Universit? de Montr?al Biodiversity Centre	ff7bd5db-b724-4932-b496-10ea298851f9	
University of Toronto Mississauga	95aba44b-121f-41fe-9f16-4515b826ce54	
Lancashire Environment Record Network	0ccc789d-ca07-4bb9-a1e7-a1d1b8491287	
NMNS	7050ce20-c75e-11dd-87ef-b8a03c50a862	
TAIF	898ba450-1627-11df-bd84-b8a03c50a862	
BCN	cb202839-87c6-456a-821c-dc5b268a200f	
EMMA	46fca4d7-47a9-465f-97c8-161e209e624e	
ULB	576f00f2-c26c-41f7-991e-a37e07cbd3ec	
GEO	ef69a030-3940-11dd-b168-b8a03c50a862	
FBS-UWR	3890bfb0-b461-11dc-bc42-b8a03c50a862	
IFR-DNF	63c6de50-9274-11da-8901-b8a03c50a862	
KOR	f7259790-9300-11da-8596-b8a03c50a862	
KTU	4668d6a0-130d-11db-a7d3-b8a03c50a862	
JYV	ff3a2000-b2ac-11db-b710-b8a03c50a862	
BPBM	90cc71b0-055b-11d8-b84e-b8a03c50a862	
UA	79324e30-d4c7-11d8-bf69-b8a03c50a862	
NORDGEN	b9c5f740-34d9-11de-baf5-e00d96b185ef	
ZRC-SAZU	a5586d20-0f7c-11dd-9d45-b8a03c50a862	
	4c46f883-69c1-42ac-8a20-4cdba2afb9a6	
	751cb816-53a6-46e6-9e37-6ac2c43f10fd	
University of Manitoba	38105fdf-4886-4c2e-9c7c-2bcb091411a5	
TROM	689b40c4-ff31-4cd0-83a5-a7a828f1cd92	
	8256e897-3a17-4a2d-8bf8-54cf22b624bd	
PAMP	6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862	
Asplan Viak AS	612c9b58-e739-4af4-a038-4b3901fa5649	
UEPA	dbf378dd-b030-4049-bc9c-b5b8643e67cd	
IAP	94a9c3b2-d54d-4938-811b-e91e091eeb28	
FUVATES	24bd9401-0ae1-46f1-960f-303fc8af2600	
UCS	7cf67ac2-f2f2-42bd-92e4-c2eac0b21039	
F	7b8aff00-a9f8-11d8-944b-b8a03c50a862	
CERF_2016	616e379f-90ed-4c21-9793-8e20f982e9d1	
BDBCV	ebda1cab-dda8-418b-8f25-df1e71ff5bc2	
SPBot?nica	d1805d75-066e-42d6-8cab-1c0d30323db3	
Fundaci?n Estaci?n Biol?gica Guayacanal	00a915e7-b4e2-4795-bcbf-45e4dda0e927	
Universidad Tecnol?gica del Choc?	073e52d4-44bd-41d7-bdfa-88c2735c694b	
UWBM	06fcbbf0-0562-11d8-b851-b8a03c50a862	
UConn	1ef55060-54da-11dd-9d47-b8a03c50a862	
NBF	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	
	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	
	7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	
Basoinsa-Geograma	4701cb61-2296-4d74-bc87-525303218515	
ARAN	823818f6-0696-4e29-bc4c-b6f3817535a7	
SPW-DNE	a6f344b0-1944-4354-8376-272495c9135e	
UQUIND?O	bc709e2f-6eb4-4cbe-a295-e12eed0679f2	
SNSNMC	dca4d666-c9e0-4712-b658-0d1bc3f39d48	
MNHM	33aecde5-7e13-4272-9cb7-f4f3b0eb820c	
IMA	81114709-2a6c-4e0b-908b-cb207a8708c2	
Universidade Estadual Paulista	
UEMA	1d7b2ad8-96e2-48e6-b6b1-b589b1025261	
UNISANTA	d07d294b-8ae1-48ab-94e2-f7caae47707d	
LISC	fee3882f-5360-4f01-a1ca-767c48fa629c	
Aeroe municipality	8e1a7b73-e746-4d20-a0ba-e647ce0f9784	
MBM	ab5c0b99-5af3-4958-b03c-0b7e85481cc1	
Universidade Federal de Sergipe	
UTFPR	cc8ec135-6ade-4a8e-8b31-475dc1d3c433	
UNESC	2ccb1a0b-1194-4acf-9921-b5daad99cbb8	
Derbyshire Wildlife Trust	d0dae68a-84f9-4acd-9aed-3e1ebc6e9ac5	
Scottish Natural Heritage	98ba8467-5081-4d15-b168-32d893e18b76	
Scottish Wildlife Trust	d98506d8-5ab1-4a26-9ef1-766bdb54304f	
Seasearch/Marine Conservation Society	5d662340-07fa-41b7-a3fc-e2e63ca50800	
Staffordshire Ecological Record	3b915c8a-ffa8-4e80-b270-f13beacd66ec	
Shire Group of Internal Drainage Boards	e5986bea-684d-47fe-a0be-098a7dbf826e	
Suffolk Biodiversity Information Service	f0edcf5c-2a34-4a6b-b9bb-44d52ed50f7a	
UFSJ	3f41d988-faf2-4a9f-811e-8dac728c05d4	
PNFM	a22bfc81-4a56-411f-9a83-860e28e22374	
Comiss?o Executiva do Plano da Lavoura Cacaueira (CEPLAC)	c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450	
Universidade Federal do Par? (UFPA)	b28ab834-c560-487d-a58d-87d53da98f1a	
PUCRS	e6c2fab8-8716-48b8-ae62-dacbc73b35b5	
Universidade Estadual Paulista	
UFU	9610290b-e0ea-439b-b726-ba11bcecfb86	
UFV	fe647d6c-1c4b-441b-b93b-d310d074b227	
CDMB	7a079928-aee9-418a-b083-6152d01c78d6	
Instituto Amaz?nico de Investigaciones Cient?ficas SINCHI	9d77fdeb-100f-4b29-98ad-4effdd824457	
